clean_text,category
sir impress voters tdpncbn not worry jagankcr jsppawan request voters kedikcrchormodi intention avoid one lakh crs due krishnagodavari waters 5crsap tell the voters 4yrs tdp with bjpmodi get funds only after realise modi against cameout,negative
problems slap them now will return strip you nude thru electorial voting ls2019 elections more will follow ,positive
milind deora this time blind faith modi… absolute hate for congress ,negative
after raga sir also entertaining people very well ,positive
great thought sirlooking forward see you once again apki baar modi sarkar,positive
also condemn being dancer disgrace rather chor and vat mafia would have been better adjective for her btw did you condemn when modis mother was abused never heard any presstitute speaking word then,positive
lists out achievements modi govt also which are substantial has some valid points criticism couple not valid points then uses false narrative majoritarianism justify nota when bjp actually pursuing and worked too ,negative
dear all tsunami favour modi 2019 coming from all corner from within india and from our nri community living abroad because all firmly believe modi the only solutions take india new heights future belongs modi once again 2019,negative
what modi’ new twitter trend ,positive
are bjp workers and would want modi win kalyan singh rajasthan governor ,positive
will give modi whistle and cap wants chowkidar akbaruddin owaisi ,positive
modi tweets times halfanhour urges celebs motivate fans vote for more details click here ,positive
must use our right and modi,positive
substantiate what sensed earlier the buzz hopeexcitement clearly missing thats biggest failure political class the whole election abt opposing electing one man modi might win again but his own voters wll vote expectation ,positive
false promises bounced back modis head ,negative
country where modi’ face and the unabashedly hubristic “main bhi chowkidar” slogan everywhere frankly nice see humility and teamwork compassion leader ,positive
long hav dumb rich due2corruption ppl like bharat can never better choose wiselywe always chose best our lifeschool collegecareer doctors etc need2choose person like our ,positive
please request tweet more and more give chance tweet modi modi modi,positive
stop saying like that you dirty paid media mafias see here how your chowkidar modi hobnobs with miya imran look before you leap ,negative
even possible for you criticise pakistan aur previous government opposition without including modi possible ,negative
tathagata roy wants genocide against rohingyas boycott kashmiri muslims anandiben patel says ‘modi sahab khyal rakhna’ and how this under modi goverbor offices have become extension rss shakhas you need any more proofs ,positive
modi will win with better margins,positive
any other work mumbaiwho hell shout like dogbe like modi than dream for biopic,negative
you account credited guess all the best and keep reporting your selective outrage keep blaming modi for issues level ,positive
sad jees team zombies shouldve said theyre calling from raita channel instead radio channel ,negative
this daft donkey’ dick aap was born the iac movt that was set vivekananda fdn ram madhav doval its board haramdev kiran bedi iac are bjp hazare was useful idiot kejri refused modi’ bitch thus bjp went after him via the ,negative
narender modi think the candidate who standing from regions winning from both reagions elacting should cancel the candidate who rank should declare the winer instate election save the public money rajsh tejwani,negative
yet this happens and this happens everyday hindu girls being abducted and converted rather regular this separate case was only lucky enough get media coverage but somehow imran khan being better looking makes him better than modi ,positive
chowkidar new symbol unity and identity new india thanks the visionary thought modi ,positive
please dont forget remove fakendra modis corrupt fake and failure government ,negative
modi agenda new india developmenta trillion economy 202425a strong capable india 2022opposition agenda how remove modi tht dey can start corruption nation has choose nationalist modi corrupts loot nation,positive
the last years the economist led upaii were economically disastrous that capitaloutput ratio reached high 201213 making indian economy very inefficient read here know how improved under the modi government ,negative
this movie shows the life histiry narendra modi not any propaganda against some community like the film hitler did against jews,negative
please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi would next india ,positive
lok sabha election 2019 live made possible says ganga yatra ,positive
you are the stupid the core and doubt that about anil ambani who took him france and made deal with dassault without and modi the cowkidarof anil about the escaping nirav etc they all ran away with the help the government after receiving lookout ntce,negative
yourself big moron people saying about defence corruption arms deal land deals tax evasion all true but all lies modi false keep licking sucking gandhis else die with starvation ,negative
narendra modi movie trailer seems one the most fakest trailer ’ ever seen ,positive
serious threat political slogan for modi ,negative
enough mongering take steps like they are the worst faith race the worldtry keeping weapon your house walk the streets threaten ppl you will not are built diffrently 2014 has been break through then 201924 will trail blazer,negative
fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi ,positive
passed expected from modi government ,negative
only modi govtcompleted kannur airport kerela fulfilled expectations kerala people which was pending since last yrothers govt not get time complete this since 1947for this airport fastest revenue employment coming nowthen why some people criticise modi govt ,positive
gst modi was one obstructing for years tell what have bjp changed congs bill dbt was started during congress gdp nose dived comparison upa curruption free give mudra can govt share the data data public domain,positive
who are you ambanis chowkidar are saying change modi but can accept gadkari shut your chowkidari the rich change napkins for modi,positive
modi wants rule india for another 5year term then there should peace harmony india this modi’ clear doctrine retain power hence modi amit shah duo will any extent create ruckus ,positive
the year high unemployment data from nsso not cmie out ideas seems proof failure namumkin mumkin hai and modi hai mumkin hai,negative
happy birthday you narendra damodar das modi,positive
jai nmo support modi modi will not win election then think one can make our country great please dont miss the chance and give vote modi plzzzzzzand motivate others also give vote thanks,positive
sapna based zirakpur mbl 9646741311 blood serve honest good persons this the highest seat you become lok sabha will great honor also only modi bjp,positive
governor the bjp party not the people kalyan singh rajasthan guv says want modi become and bjp win the lok sabha elections,positive
one step time navigating thru looteyns when every institution stacked against modi not easy many ordinary mortals would have given and joined them all the things will happen due course time,negative
destroying the forest  for mining cole vaa modi vaa,negative
ungrateful fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government ,negative
its modi who gave freedom speech asuddain and akbaruddin owasi and during congress rule their mouths were shut filled with beef biryani given sonia and rahul gandhi,positive
bjp works like gang ruled pers looted huge money bjp collected huge funds from rich corpo wave off bank loans return democratic insti subverted ministry are run modi ministrs work like spare wheels modishah dont like goodintelligent ppl,positive
called his mother jersey cow and him hybrid calf what you expect back modi has single handedly dragged down the level political discourse india,negative
unprecedented amount money being spent modi his reelection print media hoardings radio what the source this money india has right know ,positive
this seems sequel the one with modis picture checked the net original was republican party ,positive
years has disrupted society destroyed farming community demolished the middleclass dismantled jobs for the youth damaged democracy quite spectacular show ,positive
please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi ,positive
just like modi was acting like man fighting from varanasi well fact should have definitely won from vadodra because his track record guj was great but still fought from varanasi because was scared,positive
cbi standoff after modi won election was well known that asthana would join cbi says former gujarat top cop huffpost india ,positive
and why the whole world behaves that only gujrat this religious riots happened and yeah modi gets clean cheat from supreme court,positive
ashley tellis “for all the histrionics that have marked modi’ term office three achievements however incomplete are likely make real difference india’ strategic fortunes over time” ,positive
grand old party sonia gandhi abdicating their responsibility projecting lightweight front modi according public have field worthy candidate like for ,positive
what about karnataka its not just congress but bjp also backed minelooters and corrupt ppl modi must look after and keep away from party,negative
please spare time and read this article this tells why could not bring the fugitives like others back much before time eye opener how these guys were shielded the law ,positive
this story true request confirmation ,positive
add prefix your name chaukidar mai vision par believe karta hoon modi cheater and mai party sadasya nahi but desh hit sochta hoon best luck,positive
modi government changed the lifestyle common man sat sharma via speaks,negative
modi loser even wins will cheat win remember cheaters never prosper ,positive
astrologer from patna predict that sure death modi will become again 2019,positive
how sad these helpless indian citizens with rights injured modi’ gundas their sisters mother insulted abused threatened leave india this incredible indiacan you guys educated tolerant civilised defeat such sentiment may,positive
have already granted them nearly 1000 leeway reform themselves but has been avail let try different route,positive
modi killed thousand muslim gujrat and samjuta express but hindu girl convert islam their own wish videos have been viral social media know your problem pakistan defeat you all international forum but still looking prof balakot ,positive
looks more like modi prachaar ,positive
sir untill unless use bad words modi will not come fame,negative
mam fault lies with people only elect such dim wits they are the one who bring bad name party give vote for modi but his name sometimes elect filth and hurts,positive
modi fake brandfake smart city fake chokidar everything imaginary illusive,negative
✌️ the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app,positive
you along with chidu should jail this true nation wants know nirav modi business associate ,positive
have you not noticed baroda has been neglected govt offices baroda still function like the 1980ties whatever happened the funds received ’ all the dark this the baroda that voted modi full support and yet here arestruggling,positive
well said obviously one’ perfect may disagree with some modi’ policies give feedback that’ actually healthy since don’ want cong ‘family’ always right’ culture but there’ least doubting his commitment ability make our nation better place,positive
sir impress brought the notice voter his action tirugu batu not called vennu potu now ycpmusugu loo kedikcrchormodi real vennu potudhroham 5crs jagan helping kedikcr avoid one lakh crores krishna godavari waters due ,positive
stead going for auction neerab modi’ bunglow and generate some amount out itwas preferred demolished whywas there any fear tracing some documents connecting involvement high profile people,positive
they hate modi but not from their heart like you ,negative
election commission indiaevery thing india baised eci acts only complaintsnot their ownrailway busairline tickets all carry modi photos eci blind and doing their bit for modi win,positive
feel the one xtremely more interested perhaps facilitating this ghatiyabandan than the2 parties themselves for fear modi taking over delhi making lutyans most uncomfortable,positive
what about also good and opposite modi ,positive
hope sustains life trust modi and his vision but warned that development guy and not blind hindu rashtra person,positive
one aspect pertinent point many are ignoring which need state again again regarding the acquittal people from terror cases and especially sri modi from the innumerable cases that was going unendingly until was finally given cleanchit,positive
these are not concerned our paid mediajournalist they are more concerned about modi,positive
havent jibes taunts been always part keralites who were bjp supportersplace where stay ekmbjp mocked but that should never matter goahead proudly with lotus pinned your heart swagger your step vote for bjp modi too,positive
rafale paper stolen the bodies 250 terrorists killed balakot stolen lakhs our account stolen modis degree certificates stolen modis marriage certificate stolen brain bjp supporters stolen ,negative
honeble sir you are write are already compain the aam public his vote festive india loksabha and lelceted the all bjp candidate and modi becomes with full majority while gaves the decision favour and india jai hind sir are proud you,positive
good morning making fool fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi ,positive
cronyism full cry ,positive
opportunistic unholy alliance for grabbing power any cost bsp rivals ever since joined defeat modi without any ideology vision now congress too joins bandwagon only with limited agenda defeat modi people must reject such opportunistic alliance,negative
controversy over modi biopic escalates more videos ,positive
“modi’ name echoing across the country made india proud everywhere and strong bharat will established under his leadership” yogi adityanath said ,positive
you now started playing hindu muslim politics your agenda had chnaged modi hatao you would have done good job your tenure surely you dont have beg for alliance with congress any other party,positive
modi again disaster for indiamodi india again blessings pakistan what damage isi couldn’ all these years india modi has done for them vote sensibly vote for india and not for idiot who can destroy the future the country,negative
you think chirkuts like knows more than think about indians more than ratan tata then you are delusional ,positive
here are 200 reasons vote modi fragile five fastest growing economy india 11th largest 5th largest economy india share world gdp from 243 2014 308 2018 average gdp against previous regime,negative
can modi match intellectual and with class presentations must starting salute sir ,positive
invite you join support coming general elections visit join help shape banenge layenge modi dobara via via ,positive
modi neeti saaf hai uss jazbe kadr karti hun yes agree some decisions and opinionswe may disagree buthes the best india has ever seen,positive
ways till 2029 modi contesting for sure ,positive
bedi and modi share some good memories about their encounter with crocodiles modi had brought baby croc home during his childhood and everyone knows kabir croc love khoon bhari maang ,positive
first all this aunty should resignas terrorist killed jawans which doubtdefence minister should out jobinfact even modi who bark very loudly after fake surgical strike that terrorist left all vanished appeal army dont play the hand politicians,negative
rajasthan governor shud resignotherwise janhit yachikanot doing costitutional dutydoing prachar criminal modi,negative
wont surprised modi sends president kovind campaign for bjp next ,positive
atleast rahulji donot lie and give jumlas like what narendra modi doingso vote goes rahul for speaking the truth about the nation which under threat and danger because modijis wrong policies voter need save the nation voting favor congress,negative
yaar agree its fault modi but what particular govt staff doingjounke depart saaf nahi rakhsakta hai woh kya desh baare mein sochsaktha haiso govt shld declare all govt departments private which political party will ,positive
this razacker has nothing better the leader small extremist communal party mainstream muslims not prescribe his ideology modi cares two hoots for him his party media makes look like important personality,positive
quite clear this was done with deliberate intentions mislead public ,positive
narendra modi new york last week tonight with john oliver hbo via ,positive
and assuming servants these days rob anyone  fact see statistics the robbery levels have gone due unemployment the last years and also can guarantee that there corruption the govt today since modi leading since years now ,negative
good for nothing bjp fakendra modi fool making sure ,positive
the main difference 2014 modi begged for votes become 2019 beg him become india again,positive
ohk there were ghosts who killed sikhs per your knowledge and 2nd when modi gets clean cheat was congress central government and wasn’ government bjp who killed people was religious riots ,negative
connected name with surname not bcz religion connecting name with surname common like raga connects nirav modi with namo,negative
sir governor rajasthan recently endorsed modi despite holding constitutional chair which expected politically neutral discharge services will gather courage condemn such rhetoric advice them refrain from such acts again,negative
modi sir would like meet you any senior authorityi having wonderful plan for empowering unemployment regards anoop gupta greater noida,positive
hope had seen promised delivered before 2014 atleast this analogy for states where you are power and modi would have never come power only promising wont help ,positive
days before elections dates were announced modi govt amended the sez act for adani project jharkhand become the first standalone power project india get the status and benefits sez adani will save billion annually ,positive
modi led central government establishment exposed chaukidaarchorhai but the bhakts foolishly responded with maibhichaukidaar called themselves chor its high time for unemployed youth india respond with ,positive
good for nothing bjp government and fakendra modi chor hai ,positive
this remember how people had started finding faults prasoon joshi after the qna london with the now people have started finding fault our stars who have been tagged the for amazing times appear nonbhakt oppose anything linked modi ,positive
jai modi will doing anything and the bjp was alive afterwards and will remain jai hind,positive
anpad ankitaise bolegaaadont surprise others thinking different you are perfect example for another andh modi bhakt who carries only hatred bhakt,positive
kalyan singhcharge sheet ready term endsmodi istutias cover,positive
how can immature bail pres rahulgandhi take decision this matter when hasnt ever taken any decision being totally incompetent due his lack education knowledge experience understanding anything except mouthing lies and abuses against modi due modifobia,negative
hindu can win even its narendra modi,positive
but nothing compared comedian who brazenly tweeted modi bmc official demanding bribes regularise his illegal construction but failed provide any evidence jai maha,negative
passed insider info quid pro quo and went jail for comparing rajat gupta with nirav modi dishonest ,negative
during his gaurav yatra modi has referred sonia gori chamdi wali but has not yet referred her race specifically should once the elections have been notified the can rule him out court read more ,positive
can start online petition appealing censor board and modi who ever can stop the from releasing least blur vivek oberois face all the scenes just cant imagine him modis role,positive
aapa not educated modi gave birth her new technology ,positive
modi have one simple suggestion for voting most the people areworking outside their hometownsfor voting they have take leave and travel kms you introduce online voting would helpful for every onetime and money also save,positive
narendra modi pulling india back the 1970s news which came washington post jan23 2017 dont want see this type news select good party rule ,positive
modi after wining 2019 election would suggest you take ministers oath some temple instead parliament that candidates hesitate anything wrong not good tks,negative
state times news ladakh bjp national vicepresident and prabhari for state avinash rai khanna sunday asserted that ladakh got due recognition after long battle ladakhi people for their rights under modi government addressing shakti kendra… ,negative
putin lets work for russia trump lets make america great again jinping lets make china superpower modi lets order namo tshirts,positive
rapist nihalchand given ticket again and thats how sanskari narendra modi wants make feel women india safe ,positive
state times news akhnoor firing salvo the prime minister narendra modi former deputy chief minister tara chand sunday alleged that the government did not want accept that there job crisis the country while interacting with youth … ,negative
good acting but modi better,positive
like modi secretly sent greetings imran khan pak national day this called writing love letter not beffiting reply ,positive
correct now that they arent let sonia fight from varanasi rahul from gandhinagar you are confident enough sonia rauls win over modi shah irrespective locations ,positive
need this kind activity whole india aware indian people support modi ,positive
when comes telangana whole heartedly supported trs when comes india then one and only modi ,positive
better than your congress who sold our country modi actually reclaiming back,positive
modi was handed huge opportunity sad thing that refused listen the heartbeat the country the arrogance came fight for the soul the nation choice clear ,positive
yogi missing from the dais modi rallies more star campaigner,positive
people are told about modi govt isnt better than manmohan singh govt there the govt giving subside directly the bill but modi govt told put their accounts which never reached corrupt lpg company bankers and central govt responsible they all telling true lies,positive
cambridge analytica sends money for spewing venom against modi not for stealing vote from dynasts their alliance naturally these salaries employee will stick their real job after “andhera” prakash raj another paid modi hater bites the dust,positive
fine article giving the history the dubious manner which the lokpal has been appointed the fat end the modi regime ,positive
defeat modi else will prime minister for ever this can happen people will more than happy but kejriwal people will make sure that wont become for even single time,positive
surely will vote for modi,positive
narendra modi became and despite biased vicious media political arriviste like wants prop himself with the help media ,negative
bye bye bjp government and fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi ,positive
imran khan acting wisely hindu girls case but what about modi taking any action against mob the ans because modi converting india into unsafe place for minorities give good piece advice modi,positive
pakistan must everything its power bring modi back power these elections our best betwhile delusional rabid rss dog the most divisive figure indian historyfast tracking the implosion indian union ,positive
compare that with modi’ 2014 “vikas purush” election plank that they sold the nation the fact that vikas nowhere found now tells you all you need know about modi’ years vikas dead and buried,negative
also itself one the reasons make happy etc etc,positive
dont forget high petrol and diesel prices thats looking ordinary citizens dont forget modi here only for his crony friends ,negative
didn’ know modi immortal acceptable him corrupt people come back power whatever happened all those papers had against congress leaders ,negative
bjps manoj tiwari meets sapna choudhary amid congress membership backandforth says happy she campaigns for modi ,positive
after and now tweeting mind you only kabir bedi said would like see modi again whereas other celebrities just asked people get out and vote but look silly outrage ,negative
polls 2019 will see modi’ wave again 2019 says ram madhav economic times ,positive
india mange more namo modi necessary for development india modi necessary for vishwa guru modi necessary for development kisan modi necessary for healthy india modi necessary for development peoples education modi necessary for safety country,positive
akbaruddin owaisi slams modi over his main bhi chowkidar campaign economic times ,positive
india many people trying spread propaganda that modi not good for india and need aware all people that its not true,positive
this time tested sir same plank used modi more coarse and brazenly 2017 guj assembly election true ignites voters,positive
right now congress seems good option only because modi has set the bar low leaving the seat empty would look like improvement but remember the congress started aadhaar the congress too has overseen corporate exploitation our natural resources,positive
firmly believe that under the leadership narendra modi ्े ि have aleady arrived spme degree and more are come forms the govt the center again after the upcoming elections his image ,positive
would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand,positive
neutral its not for you hate secularist bcz secular relegion the sanatana and you delebaratly mentioned your retweet who are against relegion and nation you can defame modi but the same time you should make sense your tweets,negative
modi government which fails protect its women and children government that fails protect humanity ,negative
modi should change the name “chowkidar for adani groups and chowkidar for ambani group “ will best tagline how many projects adani group has got after modi power ‍♂️,positive
from selling tshirts selling the whole country thats narendra modi for you ,positive
one uses nuclear will never used sure that but once get rafeal 400 pak army will trouble they don’ have answer for that they shud careful modi comes back takes revenge does not leave kashmir use anyone,positive
modi good businessman years back sold dreams now after completion tenure still selling tshirts and caps building the brand modi this going benefit you think before press button  your vote precious ,positive
the charges against rajat gupta and nirav modi aren’ remotely similar not defending him but best not compare apples oranges,positive
their intentions were not right javed akhtar finding his name the poster the modi biopic mumbai mirror ⚡fintech⚡ ,negative
these are new additions already existing npas over all rather than reducing npas modi has added yet another class new npas,positive
have started calling chowkidaar narendra modi not happy ,negative
view cong should support from begusarai and ensure his entry parliament capable effectively countering modi,positive
they are giving jobs citizen india what you are doing running propaganda against modi very low level journalism from you biased and pro congressi journalism dont call your self journalist,negative
muslim and reforms day and night sorrow and joy black and white stupid and genius try the luck before islamic republic india,negative
dear please read all 490 tweets and understand complete matter daughter mukesh ambani posting vulgarity orders modi ,positive
seems fan modihe ready equip the chowkidar according modi does chowkidari with these equipment will look better than sis security agency workers,positive
entire opposition trying malign image one person this the proof how strong modi and how faithful towards nation ,positive
would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand ,positive
modi also live for few years only like you not god like you without modi also india will move with 130 crores brothers and sisters,negative
lol now modi responsible for not hosting his website properly ,positive
jail because was animal lover and was worried about the fodder his buffaloes frustration did scams for his buffaloes should stand with the family and assure them that modi comes power they wont frustrated buffaloes food,negative
the able capable and innovative enough look india afresh “ for one optimistic that with his leadership india will that new india that has promised” ,positive
but you questioned modi jis headgears giving the right and the moral authority troll you,positive
railing against sonia because the colour her skin indeed her place birth her premarriage nationality would breach the model code conduct sources said read more ,positive
hate congress for many reasons but remember they are not vicious vile bjp under modi shah ,positive
ी ो ाी ाें तरफ ी े ा तरफ right why has fight all when will not doing anything debates not even asking question ,positive
modi scared bjp will not win ,negative
these goons have much bigger and dangerous plans modi comes back and declares himself for lifewill dis neonormal post  ,negative
will modis pictures boarding passes invite trouble take decision news ,negative
the cronies the cronies for the cronies 2002 adani enterprises his main holding company was worth barely million decade later claimed have built assets worth billion gujarat model modi adani modani ,positive
better than your congress who sold our country modi actually reclaiming back ,positive
read the truth behind how modi sold off indias most precious forests chor chowkidar ,positive
you are decent lady you could have played very constructive role indo pak relationship but you toed modi’ line hate extremism now instead doing something stop lynching raping burning alive blinding with pellets you are interferingwhy,negative
modi has zero accountability never gave single press conference and mute spectator during hate crimes against our minorities ,negative
and modi claiming that corruption reduced during his tenure fact has increased manifold now govt officers are openly threatening demanding bribes like their birth right take bribes work done without exchange money,positive
ratan tata lavishes praise narendra modi says will deliver new india  ,positive
 nation pmimran same tke action against muslim family haryana indianstaterss modi followers brutel beaten muslims family why thy celebrate ,positive
lodha group big scamster nirav modi probably bigger has cheated millions under the pretense being bjp mla too busy satisfying his hunger for money power the cost investors,positive
modis rise political leadership coincided with the expanding use social media india started tweeting 2009 when was amongst very few leaders india social media platform oct 2012 had million followers today … ,negative
their intentions were not right javed akhtar finding his name the poster the modi biopic mumbai mirror ,negative
how supposed good friends with you you see nothing wrong demonizing entire community ,positive
what khejrival said absolute truth which going happen rss led modi comes power again and that will the end democratic system with more elections and advent dictatorship whose signs are already visible ,positive
lok sabha election 2019 live made possible says ganga yatra financialxpress,positive
none modis family member got any benefit for being pms relative but mamta banerjees family taking full advantage her positionthis the reason people support modi for being truly honest leader unlike maha milavat gathbandhan  ,positive
modi exposed its own army india joke,positive
get chance interact with shri narendra modi directly the event held 31st march 2019 5pm register now ,positive
sure will defeat make modi real chiwkidar who stays the streets order make him realise the fate true chowkidar ,positive
iaf inducted new helicopter ch47f chinook this complete failure modi that completed this procurement without doing any corruption,negative
one should praise haxinda ardern for showing sympathy when many like modi and bill maher didnt even bother tweet christchurch attack,positive
strongly believe you have become power hungry psycho now you are obsessed with modi that all you think about him cant you work for delhi why still not clean why not like london you promised kuch kar nahi sakte utar kyu nahi jaate,negative
narendra modi prime minister has priorities for development publicity and propaganda his only agenda unlike modi rahul cares equally for the youth women small businesses and the farmers ,negative
have you ever answered any anonymous call pretending doing some survey for pre polls party support base you answered ivr that you support vote for modi bjp suspect something fishy behind and cause for this disappearance names,negative
new low politics under modi this not happen years,positive
abe gadhe tiwari modi himself the biggest campaigner indian political history needs her good for her she joins bjp nothing more ,positive
chowkidar apologises after several fall ill stampedelike situation rally ,negative
rajat sharma nothing but manager bjp and modi just ask nonesense questions and laugh out answers never questions public issues,positive
count the flags and this mahagathbandhan with common agenda against modi without any consesus there candidate common vision policy programme but dushman dushman dost  ,negative
modi great ,positive
kcr will any extent support ysrcp with orders from narendra modiamit shah from bjp bjptrsysrcp wants andhra pradesh their hands,positive
got one more reason vote for modi this time dont any want any elections just make modi for whole life ,positive
according law karma vindictive people who out their way hurt others will end broke and alone mrmodi wanted use congress schemes proxy for his own incompetent treacheries heres how even failed read ,negative
whatever our grouses cant stop myself from lauding the sheer greatness the visionary who put this system together 1400 yrs still going string shame our iims harvards who cannot get system work for year best,positive
sad not sure upa sure modi modi modi without doubt,negative
modi will win election for next terms veteran congress leader janardhana poojary veteran ,positive
does better than modi modi had even little understanding would’ have took dissastorous dicission like demonitisation,positive
wonder indias industraliat who batted for modi and his governance had high expectations from bring ceo india pre 2014 being reduced mere salesman 2019 ,negative
the code says candidates must not canvass for votes the basis attacking someones religion caste community race even personal abuse rival barred read more ,positive
reallywhat joke plans promises only hate against modi against bjp really need such hateful person love care just and mine philosophy,negative
happy birthday modi,positive
narendra modi prime minister india’ temple elephant’ desperately need help sign the petition via ,negative
you know npci the govt org behind bhim was founded 2008 but check their website and youll find only stuff that modi championed like rupay cts etc ,negative
thought after modi became things have become betteri complaining for months response from have made official complaint 1189598 till now nothing months vodafone blackmailing sir have lot fix,negative
hope people crushed his jaw because shouted modi modi ,negative
voting every citizens right every vote counts vote kar narendra modi appeals everyone during tweetstorm via namo app,positive
feeling proud such prime minister india modi,positive
congress trying 2004 strategy have take them back 2014 ground with all fake agenda there antiincumbency against the modi govt modi starts firm ground fix some loss making states and you are through for bigger glory higher range prediction,negative
nice love you sir your big fan voter narendra modi,positive
‘ stand for clean politics and opponent doesn’ south mumbai has lost its voice former union minister and mumbai south candidate ,positive
this publicity stunt divert from subject modi shameless encash votes his mother why dont take care his mother our modi enjoying luxury life and world tour being ,positive
you are bhagirath kalyug gadkari  but ganga more polluted under modi govt inspite spent clean her ,positive
very sad ,negative
the infamous botiboti imran masood who threatened chop modi into pieces has been given ticket fight for elections saharanpur was absolutely spot when compared him with terrorist masood azhar ,negative
book 150 sub insight sitebjp wins state election trump congratulates modi why ,positive
chandrababu naidu calls modi ‘demon’ jds mla wants ‘crush jaws’ modi supporters politics india reaches new low,positive
modi hai mumkin hai indian railways stations are now stunning beyond belief revamped stations that will leave younbspawestruck ,positive
modi went meet nawaz sharif without any invitation had biryani week after modi came back with saree for his mother gifted nawaz lost jawans pathankot terror attack vote modi out ,positive
per the data provided modi govt lok sabha almost the total fund for ‘beti bachao beti padhao’ scheme was spent advertising and impact assessment was conducted for the scheme fails all fronts ,negative
modi government spoiled the opportunity have good relation with china and pakistan but their mindset treat their neighbor inferior actually they belong brahmin cult which always consider supreme others they have treated dalits and muslim the country,positive
seriously thought modi will bring uniform civil code and change text cbse but didnt,negative
who stopping the way ahead there for define and demand point crying over split milk which was not the bjp creation but distored vision divide rule the brits nehru clan cabals,negative
ே்்ு்்2019 modi allotted heavy funds dmkaiadmk bjp enjoyed fun world bank offered huge funds for vaigai dam project dmk aiadmktn bjp enjoyed funds cpm rengarajan stopped neet aiadmk dmk bjpcong supported cbse why all punish people enjoy funds,positive
complaint number 1189598 since more than one month response from you guys you job sleep help consumer also sleeping modi jithis not progresswe expect these sleeping departments respond and blackmailing stop,positive
rahul gandhi doesnt make false promises like the bjp his past record shows how has always fought for our rights given months modi now give months ,negative
great achievement indian government special thanks modi sir ,positive
well this age you surely expecting reward from modi modi disaster india and blessings pakistan chosen again,positive
unique encyclopedia site media not court made muslims fear modi should they prop him ,positive
indian prime minister modi expected use nationalist fervor wake kashmir attack woo voters this april and may ,negative
that you feel better about the shitty flight ,positive
ill give you cap put whistle your neck akbaruddin owaisi attacks modi over chowkidaar campaign click here ,negative
according you trump shares stage with bill gates warren buffetts mark zuckerberg then all are chor shows your sick mindsetwhat the net worth modi far not like rahul gandhi making thousands crores through illegal business practices and bail,negative
naya pakistan 100 times better than modi’ dirty and terrorist hindustan where muslims are being killed and beaten daily basis are race 1000 times better than the idol worshippers ,positive
modi allotted heavy funds dmkaiadmk bjp enjoyed fun world bank offered huge funds for vaigai dam project dmk aiadmktn bjp enjoyed funds cpm rengarajan stopped neet aiadmk dmk bjpcong supported cbse why all punish people enjoy funds let kids think now,positive
today servants have good role model follow modi even unemployed poor have value system which teaches them ’ wrong steal cong rule undid their values destroyed society whole don’ defend the indefensible,negative
sir governor rajasthan recently endorsed modi despite holding constitutional chair which expected politically neutral discharge serviceswill gather courage condemn such rhetoric advice them refrain from such acts again,negative
modi pranam teacher well reputed private school its earnest request you enhance the pay scale private sector school teachers who always give their best outshine the forecoming talent every childwho can give new hope our nation,positive
love like pappumodibjp win ,positive
anil ambani lost the most during modi regime here proof ,positive
governor kalyan singh says bjp must win important for nation have modi ,positive
election commission should take cognizance blatant modi propoganda and others should file complaint ,negative
nobody stopping but there very obvious lethargy affirmative action the ground,positive
especially when muslim lynching the rise hate crimes adjust muslims all time high since 2014 modi has supported and funded this extremists hinduvata narrative,negative
and are yet waiting for your comments his suggestion take action against brutalities with minorities india ,positive
cannot forgiven and repeatedbut why are they attacking really dont know using really good media for your politics cant see modi the video3 really dont know the situation there,positive
modi era nothing wrong right except what bhakts consider correct new india not secular democratic country ruled law but ruled wishes majority,negative
dont worry our doesnt care hoots for this man hope saw how was just not even allowed come anywhere near modi during india today conclave,positive
are you talking about that program where you allow only those persons speak who can praise you sorry modi kaka not interested ,negative
people are asking him where are jobs made them chowkidar and now wil delist them from unemployment show generated job what modi have got india destroy our economy and jobs ,negative
exactly thats why modi the right person head the country ,positive
terrorist modi and his terrorist gang tumor for world dont forget gori lankesh was killed similar fanatic which terrorist modi and his nazi gang supported its people like him who are cancer for world,negative
modis five years prove that sustained economic growth incompatible with toxic hindutva politics via ,positive
suvvar bachha how many mlas mps khanress having from close both ends vote modi,positive
only modiji could have seen his imminent electoral loss decided prevent byselling merchandise after all the jobless youth victims demo gst modi’ ilaaj buy tshirts from him truly the first have used his constitutional post peddle tshirts ,positive
final days modi government adani project jharkhand becomes indias first power sector sez how modiadani looting the forests and natural resources india,positive
